DATA_DATE,POOL_NAME,POOL_DEPTH_USD,N_UNIQUE_LPERS,N_UNIQUE_PROVIDERS,N_UNIQUE_TAKERAWAYERS
2021-10-20T00:00:00Z,BNB.BTCB-1DE,6237216.831289187,3,0,3
2021-10-20T00:00:00Z,BNB.BUSD-BD1,13615822.318985658,5,0,5
2021-10-20T00:00:00Z,BNB.ETH-1C9,4896780.934437741,5,0,5
2021-10-20T00:00:00Z,BTC.BTC,44268265.85837001,3,0,3
2021-10-21T00:00:00Z,BCH.BCH,1927956.2429228649,1,1,0
2021-10-21T00:00:00Z,BNB.AVA-645,430587.4335277965,3,2,1
2021-10-21T00:00:00Z,BNB.BNB,14081050.905203352,19,10,10
2021-10-21T00:00:00Z,BNB.BTCB-1DE,6335218.599853679,9,3,6
2021-10-21T00:00:00Z,BNB.BUSD-BD1,14369552.082223363,18,9,9
2021-10-21T00:00:00Z,BNB.CAS-167,0,1,1,1
2021-10-21T00:00:00Z,BNB.ETH-1C9,5131592.89400685,5,4,1
2021-10-21T00:00:00Z,BNB.TWT-8C2,1244285.198354767,2,2,1
2021-10-21T00:00:00Z,BTC.BTC,46329481.71826601,25,19,8
2021-10-21T00:00:00Z,LTC.LTC,2300837.2585038617,5,1,4
2021-10-22T00:00:00Z,BCH.BCH,2265812.8030472863,10,8,2
2021-10-22T00:00:00Z,BNB.AVA-645,485875.4636084736,19,14,6
2021-10-22T00:00:00Z,BNB.BNB,15861195.080691947,66,57,12
2021-10-22T00:00:00Z,BNB.BTCB-1DE,7444264.752683977,36,31,9
2021-10-22T00:00:00Z,BNB.BUSD-BD1,16132875.018175535,91,84,14
2021-10-22T00:00:00Z,BNB.ETH-1C9,5908105.3239774695,36,33,5
2021-10-22T00:00:00Z,BNB.TWT-8C2,1445503.7598704533,22,19,5
2021-10-22T00:00:00Z,BTC.BTC,50133584.39731381,127,117,23
2021-10-22T00:00:00Z,LTC.LTC,2605620.9970226083,24,20,4
2021-10-23T00:00:00Z,BCH.BCH,2257735.5592028443,3,2,1
2021-10-23T00:00:00Z,BNB.AVA-645,531501.0510739126,6,5,1
2021-10-23T00:00:00Z,BNB.BNB,16377882.020230873,19,11,9
2021-10-23T00:00:00Z,BNB.BTCB-1DE,7758407.728475498,8,6,2
2021-10-23T00:00:00Z,BNB.BUSD-BD1,16226281.404570846,22,14,8
2021-10-23T00:00:00Z,BNB.ETH-1C9,6275968.1859831745,10,8,2
2021-10-23T00:00:00Z,BNB.FRM-DE7,28985.513813501813,1,1,0
2021-10-23T00:00:00Z,BNB.TWT-8C2,1458982.6563220252,6,5,1
2021-10-23T00:00:00Z,BTC.BTC,50926323.63510815,42,32,13
2021-10-23T00:00:00Z,LTC.LTC,2664260.9447933845,8,2,6
2021-10-24T00:00:00Z,BCH.BCH,2394233.6535376925,4,3,1
2021-10-24T00:00:00Z,BNB.AVA-645,595851.5904622694,13,13,0
2021-10-24T00:00:00Z,BNB.BNB,17356681.403939433,34,25,11
2021-10-24T00:00:00Z,BNB.BTCB-1DE,8288979.643391717,9,6,5
2021-10-24T00:00:00Z,BNB.BUSD-BD1,17525783.578100786,45,31,16
2021-10-24T00:00:00Z,BNB.CAS-167,21055.085803732836,1,1,0
2021-10-24T00:00:00Z,BNB.ETH-1C9,6689946.695436827,12,7,6
2021-10-24T00:00:00Z,BNB.TWT-8C2,1641936.4507662624,11,10,1
2021-10-24T00:00:00Z,BTC.BTC,59086154.974266335,68,55,16
2021-10-24T00:00:00Z,ETH.AAVE-0X7FC66500C84A76AD7E9C93437BFC5AC33E2DDAE9,866346.5205148351,11,9,2
2021-10-24T00:00:00Z,ETH.ALCX-0XDBDB4D16EDA451D0503B854CF79D55697F90C8DF,2849429.8129395335,4,3,1
2021-10-24T00:00:00Z,ETH.ALPHA-0XA1FAA113CBE53436DF28FF0AEE54275C13B40975,584331.3208965027,3,1,2
2021-10-24T00:00:00Z,ETH.CREAM-0X2BA592F78DB6436527729929AAF6C908497CB200,455105.28260627954,2,1,1
2021-10-24T00:00:00Z,ETH.ETH,34737459.97638474,38,30,8
2021-10-24T00:00:00Z,ETH.HEGIC-0X584BC13C7D411C00C01A62E8019472DE68768430,663022.1171518794,5,2,3
2021-10-24T00:00:00Z,ETH.KYL-0X67B6D479C7BB412C54E03DCA8E1BC6740CE6B99C,2248671.0850842167,8,1,7
2021-10-24T00:00:00Z,ETH.PERP-0XBC396689893D065F41BC2C6ECBEE5E0085233447,1231704.3379594302,2,1,1
2021-10-24T00:00:00Z,ETH.RAZE-0X5EAA69B29F99C84FE5DE8200340B4E9B4AB38EAC,224853.30011368368,2,1,1
2021-10-24T00:00:00Z,ETH.SNX-0XC011A73EE8576FB46F5E1C5751CA3B9FE0AF2A6F,445256.84574856027,4,2,2
2021-10-24T00:00:00Z,ETH.SUSHI-0X6B3595068778DD592E39A122F4F5A5CF09C90FE2,2539878.2629469014,3,0,3
2021-10-24T00:00:00Z,ETH.USDC-0XA0B86991C6218B36C1D19D4A2E9EB0CE3606EB48,9651601.061636923,10,1,9
2021-10-24T00:00:00Z,ETH.USDT-0XDAC17F958D2EE523A2206206994597C13D831EC7,4862223.516636319,10,7,4
2021-10-24T00:00:00Z,ETH.XRUNE-0X69FA0FEE221AD11012BAB0FDB45D444D3D2CE71C,41926316.51739178,52,20,34
2021-10-24T00:00:00Z,ETH.YFI-0X0BC529C00C6401AEF6D220BE8C6EA1667F6AD93E,1677421.361734379,4,2,2
2021-10-24T00:00:00Z,LTC.LTC,2812701.4622605112,9,8,3
2021-10-25T00:00:00Z,BCH.BCH,3779417.6500091185,11,8,3
2021-10-25T00:00:00Z,BNB.AVA-645,682702.6060537081,7,7,2
2021-10-25T00:00:00Z,BNB.BNB,18801334.07259114,62,44,24
2021-10-25T00:00:00Z,BNB.BTCB-1DE,8599735.996701282,18,15,5
2021-10-25T00:00:00Z,BNB.BUSD-BD1,18357034.811788082,75,49,32
2021-10-25T00:00:00Z,BNB.ETH-1C9,6520809.316013699,35,25,11
2021-10-25T00:00:00Z,BNB.TWT-8C2,1768394.6555059806,9,7,2
2021-10-25T00:00:00Z,BTC.BTC,65302376.122878574,88,76,19
2021-10-25T00:00:00Z,ETH.AAVE-0X7FC66500C84A76AD7E9C93437BFC5AC33E2DDAE9,1104401.7630598191,16,13,4
2021-10-25T00:00:00Z,ETH.ALCX-0XDBDB4D16EDA451D0503B854CF79D55697F90C8DF,3172428.0899419864,7,7,0
2021-10-25T00:00:00Z,ETH.ALPHA-0XA1FAA113CBE53436DF28FF0AEE54275C13B40975,628407.9813410703,6,5,1
2021-10-25T00:00:00Z,ETH.CREAM-0X2BA592F78DB6436527729929AAF6C908497CB200,481196.8148262877,5,5,0
2021-10-25T00:00:00Z,ETH.DODO-0X43DFC4159D86F3A37A5A4B3D4580B888AD7D4DDD,2438374.288001604,2,2,0
2021-10-25T00:00:00Z,ETH.ETH,39667054.117105566,142,93,58
2021-10-25T00:00:00Z,ETH.HEGIC-0X584BC13C7D411C00C01A62E8019472DE68768430,711616.3020845985,6,5,1
2021-10-25T00:00:00Z,ETH.HOT-0X6C6EE5E31D828DE241282B9606C8E98EA48526E2,1118393.449371219,1,1,0
2021-10-25T00:00:00Z,ETH.KYL-0X67B6D479C7BB412C54E03DCA8E1BC6740CE6B99C,2460966.267980471,4,1,3
2021-10-25T00:00:00Z,ETH.PERP-0XBC396689893D065F41BC2C6ECBEE5E0085233447,1301329.3763428933,5,5,0
2021-10-25T00:00:00Z,ETH.RAZE-0X5EAA69B29F99C84FE5DE8200340B4E9B4AB38EAC,233651.2360556268,5,4,2
2021-10-25T00:00:00Z,ETH.SNX-0XC011A73EE8576FB46F5E1C5751CA3B9FE0AF2A6F,478397.3376408505,6,5,1
2021-10-25T00:00:00Z,ETH.SUSHI-0X6B3595068778DD592E39A122F4F5A5CF09C90FE2,2730811.618096974,6,5,1
2021-10-25T00:00:00Z,ETH.USDC-0XA0B86991C6218B36C1D19D4A2E9EB0CE3606EB48,10355587.352800379,14,6,8
2021-10-25T00:00:00Z,ETH.USDT-0XDAC17F958D2EE523A2206206994597C13D831EC7,5116314.198483062,11,6,5
2021-10-25T00:00:00Z,ETH.XRUNE-0X69FA0FEE221AD11012BAB0FDB45D444D3D2CE71C,42906606.24633528,77,37,45
2021-10-25T00:00:00Z,ETH.YFI-0X0BC529C00C6401AEF6D220BE8C6EA1667F6AD93E,1875967.5221332507,8,8,0
2021-10-25T00:00:00Z,LTC.LTC,3031556.0974426554,17,15,3
2021-10-26T00:00:00Z,BCH.BCH,3543684.9804390506,6,3,4
2021-10-26T00:00:00Z,BNB.AVA-645,774217.6133510845,13,10,3
2021-10-26T00:00:00Z,BNB.BNB,17799195.096842382,33,17,16
2021-10-26T00:00:00Z,BNB.BTCB-1DE,10211272.344950574,14,10,5
2021-10-26T00:00:00Z,BNB.BUSD-BD1,17998231.471315727,49,37,15
2021-10-26T00:00:00Z,BNB.CAS-167,35.079251964572,2,1,1
2021-10-26T00:00:00Z,BNB.ETH-1C9,5917626.34562601,15,11,4
2021-10-26T00:00:00Z,BNB.ETHBULL-D33,64.015679756102,1,1,0
2021-10-26T00:00:00Z,BNB.TWT-8C2,1742376.63166996,3,3,0
2021-10-26T00:00:00Z,BTC.BTC,61800559.98674581,80,63,23
2021-10-26T00:00:00Z,ETH.AAVE-0X7FC66500C84A76AD7E9C93437BFC5AC33E2DDAE9,1188951.7345848738,14,10,5
2021-10-26T00:00:00Z,ETH.ALCX-0XDBDB4D16EDA451D0503B854CF79D55697F90C8DF,3086922.741832586,7,6,2
2021-10-26T00:00:00Z,ETH.ALPHA-0XA1FAA113CBE53436DF28FF0AEE54275C13B40975,566658.4980274573,4,3,1
2021-10-26T00:00:00Z,ETH.CREAM-0X2BA592F78DB6436527729929AAF6C908497CB200,431349.529545894,3,3,0
2021-10-26T00:00:00Z,ETH.DODO-0X43DFC4159D86F3A37A5A4B3D4580B888AD7D4DDD,2272956.2217145064,3,3,0
2021-10-26T00:00:00Z,ETH.ETH,38239104.93644509,81,44,43
2021-10-26T00:00:00Z,ETH.HEGIC-0X584BC13C7D411C00C01A62E8019472DE68768430,647919.471838586,4,4,0
2021-10-26T00:00:00Z,ETH.PERP-0XBC396689893D065F41BC2C6ECBEE5E0085233447,1227780.4288184461,2,2,0
2021-10-26T00:00:00Z,ETH.RAZE-0X5EAA69B29F99C84FE5DE8200340B4E9B4AB38EAC,236621.19115900286,1,1,0
2021-10-26T00:00:00Z,ETH.SNX-0XC011A73EE8576FB46F5E1C5751CA3B9FE0AF2A6F,466322.63056805247,4,3,1
2021-10-26T00:00:00Z,ETH.SUSHI-0X6B3595068778DD592E39A122F4F5A5CF09C90FE2,2593408.033664368,5,3,2
2021-10-26T00:00:00Z,ETH.USDC-0XA0B86991C6218B36C1D19D4A2E9EB0CE3606EB48,9909538.542336438,8,7,2
2021-10-26T00:00:00Z,ETH.USDT-0XDAC17F958D2EE523A2206206994597C13D831EC7,4777266.098861693,4,2,2
2021-10-26T00:00:00Z,ETH.XRUNE-0X69FA0FEE221AD11012BAB0FDB45D444D3D2CE71C,38821999.808093496,31,17,16
2021-10-26T00:00:00Z,ETH.YFI-0X0BC529C00C6401AEF6D220BE8C6EA1667F6AD93E,1792714.139045236,3,2,1
2021-10-26T00:00:00Z,LTC.LTC,3179116.091910053,14,10,5
2021-10-27T00:00:00Z,BCH.BCH,3914168.352984455,4,3,1
2021-10-27T00:00:00Z,BNB.AVA-645,856452.0807667247,6,6,0
2021-10-27T00:00:00Z,BNB.BNB,17476168.641878076,28,20,10
2021-10-27T00:00:00Z,BNB.BTCB-1DE,10423833.90498548,6,5,1
2021-10-27T00:00:00Z,BNB.BUSD-BD1,18899400.44898811,40,31,14
2021-10-27T00:00:00Z,BNB.ETH-1C9,5837873.216832553,10,8,3
2021-10-27T00:00:00Z,BNB.FRM-DE7,22003.650837166697,1,1,1
2021-10-27T00:00:00Z,BNB.TWT-8C2,1733449.618354126,2,2,0
2021-10-27T00:00:00Z,BTC.BTC,62943943.37732502,38,31,10
2021-10-27T00:00:00Z,ETH.AAVE-0X7FC66500C84A76AD7E9C93437BFC5AC33E2DDAE9,1251984.645389792,8,6,3
2021-10-27T00:00:00Z,ETH.ALCX-0XDBDB4D16EDA451D0503B854CF79D55697F90C8DF,3005235.988783039,7,7,0
2021-10-27T00:00:00Z,ETH.ALPHA-0XA1FAA113CBE53436DF28FF0AEE54275C13B40975,572741.0059222332,5,5,0
2021-10-27T00:00:00Z,ETH.CREAM-0X2BA592F78DB6436527729929AAF6C908497CB200,380002.02645059,5,4,1
2021-10-27T00:00:00Z,ETH.DODO-0X43DFC4159D86F3A37A5A4B3D4580B888AD7D4DDD,2182458.8947043745,1,0,1
2021-10-27T00:00:00Z,ETH.ETH,39567994.5073168,41,27,18
2021-10-27T00:00:00Z,ETH.HEGIC-0X584BC13C7D411C00C01A62E8019472DE68768430,648915.2450117206,5,4,2
2021-10-27T00:00:00Z,ETH.HOT-0X6C6EE5E31D828DE241282B9606C8E98EA48526E2,1098812.8117213454,1,0,1
2021-10-27T00:00:00Z,ETH.KYL-0X67B6D479C7BB412C54E03DCA8E1BC6740CE6B99C,2190146.223882436,2,1,1
2021-10-27T00:00:00Z,ETH.PERP-0XBC396689893D065F41BC2C6ECBEE5E0085233447,1220906.2590013659,5,5,0
2021-10-27T00:00:00Z,ETH.RAZE-0X5EAA69B29F99C84FE5DE8200340B4E9B4AB38EAC,254729.25427297925,1,1,0
2021-10-27T00:00:00Z,ETH.SNX-0XC011A73EE8576FB46F5E1C5751CA3B9FE0AF2A6F,455330.36639798165,5,4,1
2021-10-27T00:00:00Z,ETH.SUSHI-0X6B3595068778DD592E39A122F4F5A5CF09C90FE2,2523264.551833676,1,1,0
2021-10-27T00:00:00Z,ETH.USDC-0XA0B86991C6218B36C1D19D4A2E9EB0CE3606EB48,10088474.910068823,3,3,0
2021-10-27T00:00:00Z,ETH.USDT-0XDAC17F958D2EE523A2206206994597C13D831EC7,4734224.042506087,1,0,1
2021-10-27T00:00:00Z,ETH.XRUNE-0X69FA0FEE221AD11012BAB0FDB45D444D3D2CE71C,37663408.614744015,17,6,12
2021-10-27T00:00:00Z,ETH.YFI-0X0BC529C00C6401AEF6D220BE8C6EA1667F6AD93E,1747775.1921734824,5,4,1
2021-10-27T00:00:00Z,LTC.LTC,3051146.109655352,19,17,2
2021-10-28T00:00:00Z,BNB.AVA-645,903203.8462874799,1,1,0
2021-10-28T00:00:00Z,BNB.BNB,18570702.73908594,9,3,6
2021-10-28T00:00:00Z,BNB.BTCB-1DE,10795165.069176683,2,1,1
2021-10-28T00:00:00Z,BNB.BUSD-BD1,18941222.522749554,9,4,5
2021-10-28T00:00:00Z,BNB.ETH-1C9,6213592.70135701,4,2,2
2021-10-28T00:00:00Z,BNB.TWT-8C2,1739264.843030501,0,0,0
2021-10-28T00:00:00Z,BTC.BTC,65283258.55381858,10,3,7
2021-10-28T00:00:00Z,ETH.AAVE-0X7FC66500C84A76AD7E9C93437BFC5AC33E2DDAE9,1286009.8176433211,1,1,0
2021-10-28T00:00:00Z,ETH.ALCX-0XDBDB4D16EDA451D0503B854CF79D55697F90C8DF,3172596.543324684,1,0,1
2021-10-28T00:00:00Z,ETH.ETH,43167165.9760931,8,1,7
2021-10-28T00:00:00Z,ETH.HEGIC-0X584BC13C7D411C00C01A62E8019472DE68768430,411999.9708964302,1,0,1
2021-10-28T00:00:00Z,ETH.HOT-0X6C6EE5E31D828DE241282B9606C8E98EA48526E2,1208153.9878811487,1,1,0
2021-10-28T00:00:00Z,ETH.USDC-0XA0B86991C6218B36C1D19D4A2E9EB0CE3606EB48,10295440.084699504,3,1,2
2021-10-28T00:00:00Z,ETH.USDT-0XDAC17F958D2EE523A2206206994597C13D831EC7,4817599.954872164,1,1,0
2021-10-28T00:00:00Z,ETH.XRUNE-0X69FA0FEE221AD11012BAB0FDB45D444D3D2CE71C,38667981.575753,7,1,6
2021-10-28T00:00:00Z,ETH.YFI-0X0BC529C00C6401AEF6D220BE8C6EA1667F6AD93E,1781263.3476552777,1,1,0
2021-10-28T00:00:00Z,LTC.LTC,3235283.3786133197,4,2,3
2021-10-29T00:00:00Z,BCH.BCH,4264988.017021287,6,2,4
2021-10-29T00:00:00Z,BNB.AVA-645,979818.6059219927,11,7,4
2021-10-29T00:00:00Z,BNB.BNB,20011201.340254363,26,21,7
2021-10-29T00:00:00Z,BNB.BTCB-1DE,11308118.069154207,9,8,1
2021-10-29T00:00:00Z,BNB.BUSD-BD1,19639424.681497198,60,46,18
2021-10-29T00:00:00Z,BNB.ETH-1C9,6558301.697644153,14,13,4
2021-10-29T00:00:00Z,BNB.TWT-8C2,1794030.2232582336,3,0,3
2021-10-29T00:00:00Z,BTC.BTC,69185392.896278,45,36,11
2021-10-29T00:00:00Z,ETH.AAVE-0X7FC66500C84A76AD7E9C93437BFC5AC33E2DDAE9,1284680.8181190444,5,1,4
2021-10-29T00:00:00Z,ETH.ALCX-0XDBDB4D16EDA451D0503B854CF79D55697F90C8DF,3360619.747153676,3,3,1
2021-10-29T00:00:00Z,ETH.ALPHA-0XA1FAA113CBE53436DF28FF0AEE54275C13B40975,622152.8864154561,4,4,0
2021-10-29T00:00:00Z,ETH.CREAM-0X2BA592F78DB6436527729929AAF6C908497CB200,402799.56688727986,2,2,1
2021-10-29T00:00:00Z,ETH.DODO-0X43DFC4159D86F3A37A5A4B3D4580B888AD7D4DDD,2389989.680441083,1,0,1
2021-10-29T00:00:00Z,ETH.ETH,45619828.903497644,42,33,10
2021-10-29T00:00:00Z,ETH.HEGIC-0X584BC13C7D411C00C01A62E8019472DE68768430,439744.71454780287,3,3,0
2021-10-29T00:00:00Z,ETH.KYL-0X67B6D479C7BB412C54E03DCA8E1BC6740CE6B99C,2269392.2455337597,2,0,2
2021-10-29T00:00:00Z,ETH.PERP-0XBC396689893D065F41BC2C6ECBEE5E0085233447,1317398.251837352,6,5,2
2021-10-29T00:00:00Z,ETH.RAZE-0X5EAA69B29F99C84FE5DE8200340B4E9B4AB38EAC,283593.57914655464,1,1,0
2021-10-29T00:00:00Z,ETH.SNX-0XC011A73EE8576FB46F5E1C5751CA3B9FE0AF2A6F,489953.58047559357,4,3,1
2021-10-29T00:00:00Z,ETH.SUSHI-0X6B3595068778DD592E39A122F4F5A5CF09C90FE2,2788598.537932725,1,1,0
2021-10-29T00:00:00Z,ETH.USDC-0XA0B86991C6218B36C1D19D4A2E9EB0CE3606EB48,10161640.680518918,5,2,3
2021-10-29T00:00:00Z,ETH.USDT-0XDAC17F958D2EE523A2206206994597C13D831EC7,4926372.301586893,3,1,3
2021-10-29T00:00:00Z,ETH.XRUNE-0X69FA0FEE221AD11012BAB0FDB45D444D3D2CE71C,42826720.6581242,78,61,24
2021-10-29T00:00:00Z,ETH.YFI-0X0BC529C00C6401AEF6D220BE8C6EA1667F6AD93E,1829095.3533148072,4,3,2
2021-10-29T00:00:00Z,LTC.LTC,3359336.5741767692,11,9,2
2021-10-30T00:00:00Z,BCH.BCH,4151888.3910215464,4,0,4
2021-10-30T00:00:00Z,BNB.AVA-645,1000427.0349328567,16,12,5
2021-10-30T00:00:00Z,BNB.BNB,20455255.233227998,39,23,18
2021-10-30T00:00:00Z,BNB.BTCB-1DE,11685073.985413885,16,10,6
2021-10-30T00:00:00Z,BNB.BUSD-BD1,21001658.73733352,83,57,30
2021-10-30T00:00:00Z,BNB.ETH-1C9,7525730.655517804,19,10,10
2021-10-30T00:00:00Z,BNB.TWT-8C2,1884367.5229369563,5,2,3
2021-10-30T00:00:00Z,BTC.BTC,70619620.98848632,74,53,27
2021-10-30T00:00:00Z,ETH.AAVE-0X7FC66500C84A76AD7E9C93437BFC5AC33E2DDAE9,1238814.77143417,6,2,4
2021-10-30T00:00:00Z,ETH.ALCX-0XDBDB4D16EDA451D0503B854CF79D55697F90C8DF,3436947.6412522714,4,4,0
2021-10-30T00:00:00Z,ETH.ALPHA-0XA1FAA113CBE53436DF28FF0AEE54275C13B40975,604158.1873133274,4,2,2
2021-10-30T00:00:00Z,ETH.CREAM-0X2BA592F78DB6436527729929AAF6C908497CB200,392463.7196709498,2,2,0
2021-10-30T00:00:00Z,ETH.ETH,46018999.053525425,54,32,25
2021-10-30T00:00:00Z,ETH.FOX-0XC770EEFAD204B5180DF6A14EE197D99D808EE52D,29308.19607552,1,1,0
2021-10-30T00:00:00Z,ETH.HEGIC-0X584BC13C7D411C00C01A62E8019472DE68768430,453890.12131634774,3,2,1
2021-10-30T00:00:00Z,ETH.HOT-0X6C6EE5E31D828DE241282B9606C8E98EA48526E2,1285441.0503878177,2,2,0
2021-10-30T00:00:00Z,ETH.KYL-0X67B6D479C7BB412C54E03DCA8E1BC6740CE6B99C,2275276.876506422,0,0,0
2021-10-30T00:00:00Z,ETH.PERP-0XBC396689893D065F41BC2C6ECBEE5E0085233447,1349581.1565630098,1,1,0
2021-10-30T00:00:00Z,ETH.SNX-0XC011A73EE8576FB46F5E1C5751CA3B9FE0AF2A6F,493760.12690214947,1,1,0
2021-10-30T00:00:00Z,ETH.SUSHI-0X6B3595068778DD592E39A122F4F5A5CF09C90FE2,2775641.9863850507,2,1,1
2021-10-30T00:00:00Z,ETH.USDC-0XA0B86991C6218B36C1D19D4A2E9EB0CE3606EB48,10046097.481460588,11,3,9
2021-10-30T00:00:00Z,ETH.USDT-0XDAC17F958D2EE523A2206206994597C13D831EC7,4942243.0042707445,3,0,3
2021-10-30T00:00:00Z,ETH.XRUNE-0X69FA0FEE221AD11012BAB0FDB45D444D3D2CE71C,47199142.77144098,94,74,29
2021-10-30T00:00:00Z,ETH.YFI-0X0BC529C00C6401AEF6D220BE8C6EA1667F6AD93E,1857362.8793903356,1,1,0
2021-10-30T00:00:00Z,LTC.LTC,3431436.8688069624,12,10,3
2021-10-31T00:00:00Z,BCH.BCH,4239325.231305338,4,1,3
2021-10-31T00:00:00Z,BNB.AVA-645,1072663.1888658963,10,8,2
2021-10-31T00:00:00Z,BNB.BNB,20596393.23607279,21,14,8
2021-10-31T00:00:00Z,BNB.BTCB-1DE,11770803.289133444,8,3,5
2021-10-31T00:00:00Z,BNB.BUSD-BD1,21479675.421815008,47,37,16
2021-10-31T00:00:00Z,BNB.ETH-1C9,7638918.033040245,10,7,3
2021-10-31T00:00:00Z,BNB.FTM-A64,3538.738399623529,3,3,2
2021-10-31T00:00:00Z,BNB.TWT-8C2,1883510.3426270133,3,3,0
2021-10-31T00:00:00Z,BTC.BTC,70919474.36163378,37,21,16
2021-10-31T00:00:00Z,ETH.AAVE-0X7FC66500C84A76AD7E9C93437BFC5AC33E2DDAE9,1222963.723204994,2,1,1
2021-10-31T00:00:00Z,ETH.ALPHA-0XA1FAA113CBE53436DF28FF0AEE54275C13B40975,616961.8642129535,1,0,1
2021-10-31T00:00:00Z,ETH.CREAM-0X2BA592F78DB6436527729929AAF6C908497CB200,401184.9247391251,1,0,1
2021-10-31T00:00:00Z,ETH.DODO-0X43DFC4159D86F3A37A5A4B3D4580B888AD7D4DDD,2655121.3864634275,1,0,1
2021-10-31T00:00:00Z,ETH.ETH,46115273.02692543,23,13,11
2021-10-31T00:00:00Z,ETH.HEGIC-0X584BC13C7D411C00C01A62E8019472DE68768430,470590.0102858017,1,1,0
2021-10-31T00:00:00Z,ETH.HOT-0X6C6EE5E31D828DE241282B9606C8E98EA48526E2,1476880.2185385693,2,0,2
2021-10-31T00:00:00Z,ETH.PERP-0XBC396689893D065F41BC2C6ECBEE5E0085233447,1377730.1505404818,1,0,1
2021-10-31T00:00:00Z,ETH.RAZE-0X5EAA69B29F99C84FE5DE8200340B4E9B4AB38EAC,298085.565564205,1,0,1
2021-10-31T00:00:00Z,ETH.SNX-0XC011A73EE8576FB46F5E1C5751CA3B9FE0AF2A6F,501129.5943416218,1,0,1
2021-10-31T00:00:00Z,ETH.SUSHI-0X6B3595068778DD592E39A122F4F5A5CF09C90FE2,2811593.0062528327,2,0,2
2021-10-31T00:00:00Z,ETH.USDC-0XA0B86991C6218B36C1D19D4A2E9EB0CE3606EB48,10114947.419621436,3,0,3
2021-10-31T00:00:00Z,ETH.USDT-0XDAC17F958D2EE523A2206206994597C13D831EC7,5109738.315543955,1,0,1
2021-10-31T00:00:00Z,ETH.XRUNE-0X69FA0FEE221AD11012BAB0FDB45D444D3D2CE71C,47323526.84088224,51,33,21
2021-10-31T00:00:00Z,LTC.LTC,3469706.288228217,8,6,2
2021-11-01T00:00:00Z,BCH.BCH,4599569.746251119,6,4,2
2021-11-01T00:00:00Z,BNB.AVA-645,1377331.1757366068,23,16,9
2021-11-01T00:00:00Z,BNB.BNB,22011903.286359537,46,31,16
2021-11-01T00:00:00Z,BNB.BTCB-1DE,12234180.342603872,13,5,9
2021-11-01T00:00:00Z,BNB.BUSD-BD1,22983578.709815715,89,61,39
2021-11-01T00:00:00Z,BNB.ETH-1C9,7533624.008973313,29,19,10
2021-11-01T00:00:00Z,BNB.FTM-A64,2844.527983969052,1,1,1
2021-11-01T00:00:00Z,BNB.TWT-8C2,2014414.574593096,9,8,1
2021-11-01T00:00:00Z,BTC.BTC,76456245.9050974,104,65,48
2021-11-01T00:00:00Z,ETH.AAVE-0X7FC66500C84A76AD7E9C93437BFC5AC33E2DDAE9,1258713.529642449,2,0,2
2021-11-01T00:00:00Z,ETH.ALCX-0XDBDB4D16EDA451D0503B854CF79D55697F90C8DF,3547149.5076239444,3,2,1
2021-11-01T00:00:00Z,ETH.ALPHA-0XA1FAA113CBE53436DF28FF0AEE54275C13B40975,611428.2662293607,5,2,3
2021-11-01T00:00:00Z,ETH.CREAM-0X2BA592F78DB6436527729929AAF6C908497CB200,418944.575776572,2,2,0
2021-11-01T00:00:00Z,ETH.DODO-0X43DFC4159D86F3A37A5A4B3D4580B888AD7D4DDD,2724879.5813884293,1,0,1
2021-11-01T00:00:00Z,ETH.ETH,52486357.309501134,62,28,36
2021-11-01T00:00:00Z,ETH.FOX-0XC770EEFAD204B5180DF6A14EE197D99D808EE52D,255619.20919864916,3,3,2
2021-11-01T00:00:00Z,ETH.HEGIC-0X584BC13C7D411C00C01A62E8019472DE68768430,488031.3560431357,3,3,0
2021-11-01T00:00:00Z,ETH.HOT-0X6C6EE5E31D828DE241282B9606C8E98EA48526E2,1469136.7000138029,1,1,0
2021-11-01T00:00:00Z,ETH.KYL-0X67B6D479C7BB412C54E03DCA8E1BC6740CE6B99C,3126921.0263049104,2,1,1
2021-11-01T00:00:00Z,ETH.PERP-0XBC396689893D065F41BC2C6ECBEE5E0085233447,1408694.4347274965,3,2,1
2021-11-01T00:00:00Z,ETH.RAZE-0X5EAA69B29F99C84FE5DE8200340B4E9B4AB38EAC,302912.29160796606,2,1,1
2021-11-01T00:00:00Z,ETH.SNX-0XC011A73EE8576FB46F5E1C5751CA3B9FE0AF2A6F,524648.6584459713,6,3,3
2021-11-01T00:00:00Z,ETH.SUSHI-0X6B3595068778DD592E39A122F4F5A5CF09C90FE2,3014698.251299155,2,0,2
2021-11-01T00:00:00Z,ETH.USDC-0XA0B86991C6218B36C1D19D4A2E9EB0CE3606EB48,10451472.182251105,11,7,4
2021-11-01T00:00:00Z,ETH.USDT-0XDAC17F958D2EE523A2206206994597C13D831EC7,5222951.471971301,5,2,3
2021-11-01T00:00:00Z,ETH.XRUNE-0X69FA0FEE221AD11012BAB0FDB45D444D3D2CE71C,48240064.264439695,101,44,68
2021-11-01T00:00:00Z,ETH.YFI-0X0BC529C00C6401AEF6D220BE8C6EA1667F6AD93E,1937531.9071585403,5,3,2
2021-11-01T00:00:00Z,LTC.LTC,3599445.758691589,21,11,11
2021-11-02T00:00:00Z,BCH.BCH,4407900.939052775,9,6,4
